Lable,AccX1,AccY1,AccZ1,GyrX1,GyrY1,GyrZ1,AccX2,AccY2,AccZ2,GyrX2,GyrY2,GyrZ2,AccX3,AccY3,AccZ3,GyrX3,GyrY3,GyrZ3,AccX4,AccY4,AccZ4,GyrX4,GyrY4,GyrZ4,AccX5,AccY5,AccZ5,GyrX5,GyrY5,GyrZ5,AccX6,AccY6,AccZ6,GyrX6,GyrY6,GyrZ6,AccX7,AccY7,AccZ7,GyrX7,GyrY7,GyrZ7,AccX8,AccY8,AccZ8,GyrX8,GyrY8,GyrZ8,AccX9,AccY9,AccZ9,GyrX9,GyrY9,GyrZ9,AccX10,AccY10,AccZ10,GyrX10,GyrY10,GyrZ10,AccX11,AccY11,AccZ11,GyrX11,GyrY11,GyrZ11,AccX12,AccY12,AccZ12,GyrX12,GyrY12,GyrZ12,AccX13,AccY13,AccZ13,GyrX13,GyrY13,GyrZ13,AccX14,AccY14,AccZ14,GyrX14,GyrY14,GyrZ14,AccX15,AccY15,AccZ15,GyrX15,GyrY15,GyrZ15,AccX16,AccY16,AccZ16,GyrX16,GyrY16,GyrZ16,AccX17,AccY17,AccZ17,GyrX17,GyrY17,GyrZ17,AccX18,AccY18,AccZ18,GyrX18,GyrY18,GyrZ18,AccX19,AccY19,AccZ19,GyrX19,GyrY19,GyrZ19,AccX20,AccY20,AccZ20,GyrX20,GyrY20,GyrZ20,AccX21,AccY21,AccZ21,GyrX21,GyrY21,GyrZ21,AccX22,AccY22,AccZ22,GyrX22,GyrY22,GyrZ22,AccX23,AccY23,AccZ23,GyrX23,GyrY23,GyrZ23,AccX24,AccY24,AccZ24,GyrX24,GyrY24,GyrZ24,AccX25,AccY25,AccZ25,GyrX25,GyrY25,GyrZ25,AccX26,AccY26,AccZ26,GyrX26,GyrY26,GyrZ26,AccX27,AccY27,AccZ27,GyrX27,GyrY27,GyrZ27,AccX28,AccY28,AccZ28,GyrX28,GyrY28,GyrZ28,AccX29,AccY29,AccZ29,GyrX29,GyrY29,GyrZ29,AccX30,AccY30,AccZ30,GyrX30,GyrY30,GyrZ30
idle,-11,104,-248,-7,11,-26,-9,104,-248,20,16,-23,-8,107,-245,31,13,-22,-8,104,-248,-6,5,-17,-9,107,-249,33,12,-13,-10,106,-246,8,8,-15,-9,104,-249,15,14,-16,-10,104,-248,18,18,-19,-9,105,-246,25,0,-7,-10,104,-247,8,15,-9,-8,104,-248,9,13,-17,-9,106,-246,15,21,-14,-9,108,-246,25,19,-10,-10,104,-244,22,17,-11,-8,102,-247,19,13,-12,-6,105,-248,24,25,-20,-10,106,-243,18,13,-13,-8,107,-246,9,14,-10,-9,105,-247,24,20,-2,-6,104,-247,10,16,-10,-8,105,-246,14,16,-9,-8,106,-246,21,9,-13,-8,104,-247,15,14,-18,-9,106,-246,22,18,-21,-9,105,-250,10,10,-14,-9,104,-245,14,27,-25,-8,105,-245,20,13,-11,-8,104,-246,-14,12,-18,-8,104,-248,24,12,-10,-5,105,-247,41,11,-17
idle,-10,102,-247,-14,-7,-18,-6,104,-247,16,16,-20,-8,105,-246,28,7,-6,-7,103,-248,12,4,-12,-12,104,-249,12,10,-17,-8,104,-245,13,12,-13,-9,105,-247,14,13,-12,-8,105,-247,21,16,-19,-10,106,-242,40,14,-12,-10,107,-242,22,14,-18,-9,105,-247,11,7,-18,-10,104,-247,10,13,-22,-9,109,-247,43,24,-1,-12,103,-247,-12,5,-12,-10,105,-247,47,18,-8,-10,103,-244,6,13,-16,-10,107,-248,28,10,-10,-11,106,-244,16,20,-21,-11,104,-244,18,16,-13,-10,104,-247,11,14,-12,-10,104,-248,20,32,-9,-12,107,-245,-9,16,-5,-10,100,-249,-23,12,-28,-7,99,-250,-41,17,-35,-5,100,-246,-15,15,-40,-7,102,-250,-11,-13,-40,-9,107,-246,11,7,-31,-9,109,-249,6,7,-11,-9,105,-246,6,20,-10,-12,104,-246,28,15,-5
idle,-10,104,-245,13,15,-12,-10,101,-246,19,6,-8,-8,101,-248,9,3,-15,-9,104,-249,-4,8,-12,-10,103,-248,14,9,-13,-9,103,-248,11,13,-27,-8,102,-248,9,14,-29,-10,106,-249,4,12,-22,-11,106,-246,26,15,-20,-10,106,-246,6,18,-24,-13,109,-242,28,23,-13,-9,105,-244,-7,15,-16,-10,107,-245,37,4,-3,-9,104,-246,20,7,-14,-10,105,-246,17,10,-25,-10,106,-243,32,5,-18,-10,105,-246,16,-6,-18,-11,102,-247,15,21,-18,-12,104,-245,36,9,-9,-9,104,-247,-13,-1,-18,-12,105,-246,4,5,-20,-10,101,-247,-1,-4,-15,-10,102,-250,17,12,-19,-13,107,-246,3,17,-21,-11,106,-245,19,20,-15,-12,106,-245,16,7,-6,-9,102,-247,19,19,-15,-12,105,-246,30,10,-10,-12,104,-244,2,13,-21,-10,105,-247,8,28,-21
idle,-8,104,-247,4,19,-15,-12,104,-245,7,-11,-6,-13,103,-250,19,8,-18,-13,106,-246,20,17,-16,-7,103,-250,10,12,-14,-11,103,-244,12,19,-18,-12,104,-246,10,15,-17,-10,100,-247,15,9,-18,-14,106,-247,-8,14,-19,-10,103,-247,12,9,-10,-11,105,-247,13,12,-13,-11,104,-246,12,19,-23,-11,104,-248,1,10,-24,-10,104,-244,14,21,-19,-9,104,-246,26,13,-9,-14,105,-244,-16,-6,-14,-13,106,-245,27,7,-10,-8,102,-249,-12,8,-23,-8,101,-250,-2,10,-17,-10,100,-250,-1,14,-17,-11,103,-248,15,22,-20,-12,104,-248,11,9,-8,-10,103,-250,4,11,-15,-10,103,-244,27,24,-15,-10,104,-246,18,8,-14,-12,104,-247,22,19,-18,-11,107,-247,21,10,-13,-9,101,-249,-2,4,-11,-13,106,-247,17,25,-19,-11,105,-244,14,16,-14
idle,-14,105,-246,-1,-5,-15,-13,102,-247,10,11,-17,-9,102,-250,22,9,-13,-11,106,-246,20,10,-14,-12,107,-244,20,5,-10,-12,105,-245,30,5,-7,-13,104,-247,22,9,-16,-10,102,-248,-8,3,-16,-11,101,-249,7,10,-9,-13,101,-246,-8,7,-21,-9,101,-249,29,10,-14,-10,102,-248,-2,11,-26,-10,100,-248,6,19,-22,-9,102,-246,39,13,-23,-11,102,-245,2,0,-20,-14,105,-249,21,4,-23,-12,104,-248,20,5,-26,-13,107,-252,25,7,-15,-11,101,-247,-4,13,-25,-12,103,-243,26,13,-7,-14,103,-246,8,12,-11,-12,106,-248,-1,5,-11,-12,102,-248,-8,13,-16,-13,100,-247,3,6,-12,-8,101,-249,32,16,-14,-13,105,-245,3,14,-18,-11,105,-247,-5,14,-19,-14,102,-245,32,8,-9,-14,106,-247,13,19,-17,-14,105,-245,28,16,-10
